pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,fare_amount
40.744380,-73.822970,40.722554,-74.011598,1,43.35
40.756050,-73.924001,40.750610,-74.010529,1,21.23
40.792088,-73.931236,40.787845,-73.976750,1,12.45
40.775988,-73.820437,40.893070,-73.766613,2,60.57
40.721462,-73.749623,40.777804,-73.763531,1,16.87
40.751301,-73.966842,40.723337,-73.814878,1,54.93
40.813741,-73.940353,40.694219,-73.874116,1,38.87
40.590355,-73.843924,40.821953,-73.937446,1,68.33
40.725481,-74.017316,40.867569,-73.993599,1,38.45
40.839708,-73.983672,40.899953,-73.964221,4,18.23
40.698508,-73.934165,40.704280,-74.008989,1,17.95
40.846434,-74.011912,40.808973,-73.836784,1,38.08
40.788699,-73.788432,40.882448,-73.949414,1,45.51
40.619108,-73.828139,40.625622,-73.991939,1,32.06
40.879255,-73.858457,40.737531,-73.963810,2,44.33
40.814556,-73.918187,40.816716,-73.727552,1,37.30
40.761692,-73.811086,40.880392,-73.942957,1,44.09
40.747524,-73.982338,40.592279,-74.002344,4,45.38
40.763912,-73.877924,40.621275,-73.799992,1,45.28
40.801702,-73.969190,40.642142,-73.883659,1,53.16
40.839682,-73.825709,40.754561,-73.740773,1,29.46
40.673379,-73.734699,40.675901,-73.779714,4,13.65
40.847294,-73.784349,40.719159,-73.940726,1,50.06
40.673818,-73.869092,40.664220,-73.740319,2,31.16
40.613705,-73.818020,40.613789,-74.011970,2,44.68
40.620133,-73.741346,40.601398,-73.922473,1,40.11
40.748393,-73.857074,40.568781,-73.984838,1,54.25
40.570102,-73.750615,40.884116,-73.794531,1,89.17
40.853287,-73.741797,40.700638,-73.952111,1,60.75
40.846363,-73.855380,40.716872,-73.831606,1,34.92
40.623782,-73.930502,40.823564,-73.963021,3,55.15
40.680557,-73.989129,40.734197,-73.922401,2,23.92
40.722782,-73.782759,40.586365,-74.003556,2,61.56
40.844535,-73.819339,40.807571,-73.827821,2,14.33
40.768884,-73.859228,40.717877,-73.989053,1,32.53
40.891011,-73.763928,40.627944,-73.906546,2,79.28
40.677595,-74.002896,40.624938,-73.922343,1,25.93
40.794512,-73.825309,40.569372,-73.819767,2,61.56
40.672408,-73.759937,40.859981,-74.005533,2,73.20
40.585530,-73.999377,40.691203,-73.853223,1,40.86
40.812754,-73.723154,40.574923,-73.814906,2,70.40
40.666997,-73.734667,40.798590,-73.825623,2,42.71
40.686609,-73.766636,40.824578,-73.990957,1,61.55
40.607509,-73.783979,40.681561,-73.927200,1,32.67
40.866699,-73.748326,40.565596,-73.841574,3,90.14
40.774717,-73.971424,40.567415,-73.849743,1,62.79
40.831938,-73.965589,40.617566,-73.931603,2,62.18
40.610382,-73.999888,40.874243,-73.878052,1,84.42
40.794550,-73.998886,40.800711,-73.868692,2,28.34
40.800647,-73.982021,40.798495,-73.804133,1,41.15
40.844390,-73.973227,40.585565,-73.734466,1,93.04
40.633032,-73.901464,40.615606,-73.834644,1,18.29
40.763349,-73.882284,40.772071,-73.960064,1,18.66
40.755303,-73.949988,40.658456,-73.856236,3,38.84
40.744569,-73.815269,40.860002,-73.775284,1,34.46
40.617041,-73.806756,40.621591,-73.876619,1,16.04
40.846451,-73.778077,40.865134,-73.945569,2,34.25
40.591637,-73.903391,40.791688,-73.985570,2,60.79
40.740286,-74.018988,40.687286,-73.985500,1,18.06
40.834573,-73.730187,40.564214,-73.788879,3,77.93
40.740641,-73.967824,40.796072,-73.918102,1,18.86
40.781870,-73.870106,40.798598,-73.873287,1,6.83
40.625346,-73.993048,40.643881,-73.845975,2,33.55
40.737858,-73.755409,40.771661,-73.784785,4,16.72
40.691794,-73.954472,40.668892,-73.836847,3,27.71
40.856376,-73.957349,40.747304,-73.984964,3,35.41
40.605961,-73.859260,40.725848,-73.962205,1,39.61
40.653465,-73.786360,40.658188,-73.772167,1,6.84
40.679031,-74.010614,40.886918,-73.885396,1,63.97
40.780616,-73.879220,40.737473,-73.866207,1,11.30
40.681941,-73.778377,40.686668,-73.891901,2,25.13
40.570752,-73.754148,40.764392,-73.947782,2,66.51
40.881752,-73.923990,40.660281,-73.762231,3,71.85
40.713848,-73.961733,40.803123,-73.932894,1,27.24
40.762377,-73.873105,40.646753,-73.944616,3,41.30
40.587871,-73.847670,40.763497,-73.912834,1,50.06
40.823295,-73.869469,40.692308,-74.027508,1,52.66
40.655253,-73.819083,40.764149,-73.848655,1,36.72
40.751260,-73.774153,40.802254,-73.998858,1,49.17
40.590202,-73.842127,40.873765,-73.797820,1,81.76
40.717266,-73.753731,40.671043,-73.891144,1,33.46
40.652963,-73.864223,40.814849,-73.866674,1,48.04
40.631157,-73.953649,40.731245,-73.833273,1,38.79
40.837037,-73.725313,40.599270,-73.940997,3,81.01
40.842760,-73.819607,40.639616,-73.791594,3,59.74
40.778157,-73.737468,40.776915,-73.902973,1,36.37
40.589995,-73.812589,40.603511,-73.947549,1,30.30
40.682185,-73.723999,40.726404,-73.775836,1,19.50
40.730118,-73.754402,40.814447,-73.853658,1,29.94
40.793904,-74.014104,40.710968,-74.020567,1,24.71
40.742923,-73.727786,40.887818,-73.931975,2,63.62
40.629452,-74.010384,40.675992,-73.872489,1,32.73
40.598951,-73.825432,40.869402,-73.820136,1,78.04
40.655490,-73.919239,40.812226,-73.724004,2,61.88
40.569432,-73.789166,40.648901,-73.773062,1,22.15
40.825483,-73.965671,40.891179,-73.910228,2,25.53
40.657930,-73.882591,40.823387,-73.850128,1,47.06
40.601246,-74.025534,40.570941,-73.950355,1,22.48
40.842159,-74.000245,40.872431,-73.797180,1,46.28
40.735310,-73.964892,40.770535,-73.978807,1,12.52
40.862818,-73.919517,40.726608,-73.933623,1,38.84
40.692645,-73.920638,40.882237,-73.848081,1,54.86
40.890968,-73.978371,40.872212,-74.006162,3,13.80
40.803117,-74.015651,40.672349,-73.951888,3,44.10
40.861963,-73.912893,40.684994,-73.903748,4,54.40
40.657433,-74.000869,40.754965,-73.779941,4,50.46
40.644602,-73.787009,40.702894,-73.775519,1,19.69
40.864715,-73.878281,40.751492,-73.994255,1,42.70
40.756229,-73.754252,40.562142,-73.759466,2,79.30
40.648997,-73.876099,40.788306,-73.938896,2,42.99
40.894569,-73.948141,40.691004,-73.866560,3,66.18
40.655694,-73.958171,40.708293,-73.740686,1,50.93
40.796742,-73.982695,40.657685,-73.907509,5,38.51
40.885318,-73.740828,40.686226,-74.007203,1,123.98
40.858271,-73.861891,40.732499,-73.935521,2,40.09
40.633951,-73.847193,40.686743,-73.868690,1,15.73
40.892764,-73.858649,40.652556,-74.014485,2,76.63
40.675457,-73.723126,40.889384,-74.001741,1,164.85
40.630478,-73.977569,40.714890,-73.775214,1,46.77
40.852614,-74.010862,40.851811,-73.851662,1,33.05
40.712278,-73.738204,40.641622,-74.010992,1,64.18
40.796861,-73.927999,40.606099,-73.795080,2,99.38
40.684520,-73.910390,40.632332,-73.896648,3,15.66
40.685881,-73.912235,40.834313,-73.951984,1,42.58
40.772591,-73.811617,40.582538,-73.800140,4,58.74
40.861540,-74.023461,40.715046,-73.857205,2,53.76
40.623691,-73.818443,40.663476,-73.812909,1,13.24
40.651374,-74.008101,40.899829,-74.001661,2,74.85
40.675659,-73.799505,40.571081,-73.762594,4,32.00
40.865252,-73.844802,40.675808,-73.908233,1,83.92
40.677661,-73.820801,40.817569,-73.993682,2,55.34
40.849675,-73.894317,40.610329,-73.780596,1,68.61
40.894393,-73.950853,40.647006,-73.860761,1,73.40
40.605727,-73.950599,40.876509,-73.900432,1,79.37
40.825011,-73.985946,40.765222,-73.795348,1,43.23
40.611234,-73.786974,40.808428,-73.994729,1,72.91
40.666100,-73.745367,40.807950,-73.818993,2,39.91
40.798700,-73.772948,40.718607,-73.923955,1,40.03
40.604353,-73.784403,40.881287,-73.865395,2,79.25
40.873354,-73.922344,40.756164,-73.776910,4,45.53
40.582794,-73.922773,40.637972,-73.926312,1,18.35
40.773164,-73.791452,40.707952,-73.745182,5,22.06
40.597577,-74.001400,40.724976,-73.934764,1,39.48
40.627007,-73.822234,40.745612,-73.935703,2,39.25
40.869336,-73.906251,40.793395,-73.893809,2,26.10
40.728028,-73.927455,40.641993,-73.945166,4,26.91
40.594166,-73.839371,40.651849,-73.731777,1,26.36
40.889129,-73.885808,40.880838,-73.901794,3,5.73
40.656661,-73.820090,40.688724,-73.746200,3,16.61
40.826840,-74.014571,40.887394,-73.827602,2,72.69
40.741361,-73.880397,40.661546,-73.837977,4,23.97
40.621963,-74.013359,40.785711,-73.932295,1,50.91
40.768340,-73.868560,40.579038,-73.802310,4,54.17
40.716933,-73.828809,40.736293,-73.881260,1,15.88
40.608544,-73.819963,40.860446,-73.800735,1,66.16
40.714667,-73.987029,40.705458,-74.002635,1,5.52
40.658210,-73.832398,40.861622,-73.768486,3,63.20
40.769206,-73.781490,40.867053,-73.909360,5,42.04
40.593038,-73.994840,40.791221,-73.818430,1,65.42
40.598178,-73.770239,40.685585,-73.911499,2,42.16
40.707376,-73.798098,40.621571,-73.915298,1,34.95
40.798364,-73.831643,40.585615,-73.770554,1,60.52
40.605482,-73.946681,40.816438,-73.923112,1,58.66
40.888111,-73.759765,40.892306,-73.976234,2,47.93
40.618970,-73.898705,40.775621,-73.892995,2,43.87
40.859225,-73.980994,40.582635,-73.761699,1,91.48
40.677349,-73.794399,40.840673,-74.005453,1,64.14
40.765156,-74.005832,40.627821,-73.737500,1,62.32
40.603684,-73.725981,40.651366,-73.829842,1,27.23
40.783960,-74.001728,40.713728,-73.828958,1,38.50
40.570196,-73.978552,40.866309,-73.763019,1,89.77
40.655373,-73.993017,40.817353,-73.883478,1,49.62
40.718258,-73.774292,40.892682,-73.826016,2,48.64
40.818191,-73.863443,40.615748,-74.028880,4,63.79
40.572758,-73.833867,40.739154,-74.028782,1,118.42
40.778030,-73.837198,40.714577,-73.828591,1,17.46
40.619116,-74.010560,40.642088,-74.020093,3,7.72
40.878144,-73.999122,40.600292,-73.772818,1,87.21
40.706872,-73.735106,40.624000,-73.985408,1,57.54
40.723512,-73.735966,40.774435,-73.771647,3,16.86
40.675403,-73.757306,40.741066,-73.877517,1,32.33
40.563249,-73.949795,40.594617,-73.746575,1,48.36
40.891470,-73.773075,40.824939,-73.933073,2,42.21
40.758566,-73.985677,40.621979,-73.825957,1,53.95
40.592987,-73.983279,40.827855,-73.873358,1,70.47
40.585895,-73.837291,40.561123,-73.848587,2,11.80
40.717386,-73.962632,40.874050,-73.876991,2,71.55
40.771625,-73.893382,40.785725,-73.951941,1,14.48
40.614000,-73.812256,40.583824,-73.735348,1,18.55
40.827323,-73.776055,40.690409,-73.977971,1,50.54
40.878341,-73.737637,40.626820,-73.962970,2,78.60
40.701477,-73.867090,40.679074,-74.028387,1,35.23
40.649739,-73.852726,40.692972,-73.853252,2,14.42
40.565364,-73.864956,40.899915,-73.865799,1,87.89
40.596674,-73.825178,40.878063,-73.891611,1,78.36
40.835364,-73.830753,40.587802,-73.876608,1,66.97
40.648222,-74.014065,40.658976,-73.931755,2,19.56
40.630153,-73.793858,40.843221,-73.984001,2,66.70
40.816117,-73.863850,40.800354,-73.738947,2,24.87
40.823393,-73.736881,40.560689,-74.018956,1,89.18
40.634320,-73.789366,40.654108,-73.775578,2,9.74
40.792092,-73.979923,40.570011,-73.813492,1,63.17
40.790863,-73.992867,40.737243,-73.823275,1,41.35
40.883945,-73.730527,40.719459,-73.784021,2,48.28
40.604615,-73.791243,40.588835,-73.795071,1,5.29
40.676716,-73.946207,40.894456,-73.905411,1,64.89
40.591766,-73.918651,40.688644,-73.986363,1,30.21
40.570770,-73.764148,40.729003,-73.796021,2,69.69
40.576647,-73.806535,40.706692,-73.992308,3,57.98
40.697597,-73.953440,40.756335,-73.792597,1,42.26
40.562774,-74.006348,40.792250,-73.857141,2,69.66
40.754205,-73.726715,40.629200,-73.889369,1,52.51
40.672395,-73.770313,40.766902,-73.803915,1,31.87
40.612724,-73.867237,40.866919,-74.018243,2,76.25
40.709910,-73.979408,40.824811,-74.000974,3,35.54
40.646948,-74.006378,40.824006,-73.763117,4,73.03
40.794951,-73.831364,40.723836,-73.916433,2,28.57
40.832601,-73.860484,40.754026,-73.992300,1,35.56
40.774520,-73.962248,40.741095,-74.023381,1,18.54
40.844659,-73.925440,40.831863,-73.814692,4,28.91
40.766136,-73.757835,40.760251,-73.910551,2,36.43
40.681719,-73.908398,40.879444,-73.836344,2,54.43
40.599023,-73.921729,40.876656,-73.885872,1,77.36
40.642957,-73.753120,40.836556,-73.830983,1,53.25
40.765393,-74.006286,40.680223,-73.841820,5,44.17
40.875564,-73.837830,40.693570,-73.879537,1,48.68
40.712438,-73.908047,40.763431,-73.812513,1,25.77
40.794524,-73.805876,40.865678,-73.843538,6,21.77
40.645565,-73.912548,40.712308,-73.842885,2,26.70
40.661618,-73.760083,40.770927,-73.732201,1,35.51
40.880967,-73.922244,40.599109,-73.985533,1,76.96
40.602524,-73.760057,40.861087,-73.778971,1,73.31
40.764796,-73.991956,40.802716,-73.739037,1,54.50
40.760464,-73.798770,40.714214,-73.858461,2,20.10
40.647862,-74.019523,40.771917,-73.737028,2,69.05
40.851935,-73.989668,40.614604,-73.810977,1,71.06
40.640691,-73.929022,40.831821,-73.862327,1,58.01
40.747057,-73.845381,40.690033,-73.814325,1,19.12
40.873396,-73.801090,40.731459,-74.024610,1,60.15
40.574945,-73.968727,40.649221,-73.938565,1,20.02
40.616957,-73.926820,40.598381,-73.903769,1,10.27
40.745930,-73.727546,40.808641,-73.787408,3,24.04
40.676968,-73.749153,40.633906,-73.807818,2,21.89
40.746184,-73.942889,40.707683,-74.000718,4,19.11
40.885847,-73.917832,40.774779,-73.822900,2,34.84
40.738394,-73.898336,40.673332,-73.924575,1,19.58
40.850919,-73.858435,40.616638,-73.931338,1,64.75
40.667134,-73.729291,40.594609,-73.754741,3,22.60
40.855912,-74.023901,40.631627,-73.855438,1,64.96
40.581928,-73.932495,40.823017,-73.807642,1,71.54
40.583861,-73.969552,40.562919,-73.913219,1,13.57
40.662007,-73.736443,40.863076,-73.963826,1,77.81
40.887035,-73.929021,40.866142,-73.995636,1,17.63
40.703818,-73.759316,40.710049,-73.916684,1,32.48
40.864414,-73.951556,40.600457,-73.920444,5,75.05
40.859934,-73.752535,40.784171,-73.839373,3,31.61
40.643735,-73.905473,40.819134,-74.020621,2,51.91
40.645408,-73.798932,40.573025,-73.738225,3,28.38
40.826440,-73.781341,40.821127,-73.810834,2,8.91
40.572617,-73.863143,40.788057,-74.004891,1,64.94
40.780821,-73.901854,40.893707,-73.780083,2,40.35
40.777723,-73.914328,40.611798,-73.993569,3,50.00
40.705015,-73.926227,40.579380,-73.922721,1,36.33
40.635195,-73.736308,40.726894,-73.804046,1,33.09
40.616158,-73.983874,40.609318,-73.758052,1,46.46
40.607033,-73.919492,40.562528,-74.029103,1,27.77
40.654556,-73.980315,40.683758,-74.005100,3,13.34
40.571073,-73.744939,40.758599,-74.002890,1,75.92
40.699468,-73.874387,40.588800,-73.770507,5,35.92
40.855323,-73.753538,40.718713,-73.823148,1,35.73
40.687245,-73.915027,40.790339,-73.859923,2,45.03
40.660526,-73.930091,40.687508,-73.740728,1,41.70
40.772745,-73.885114,40.724036,-73.921146,2,16.42
40.719860,-73.781303,40.612538,-73.962713,2,51.29
40.875449,-73.957206,40.803736,-73.758502,1,50.05
40.777751,-73.810521,40.819156,-73.821299,1,14.63
40.776070,-73.965040,40.712470,-73.722074,3,53.90
40.577397,-73.946462,40.577610,-73.895764,1,14.52
40.795823,-73.871722,40.708516,-73.817435,1,25.87
40.624654,-73.963871,40.591023,-73.843343,4,29.63
40.739467,-73.828166,40.892947,-73.726936,3,50.31
40.877761,-73.865660,40.874432,-73.787595,2,20.86
40.675797,-73.729883,40.765512,-74.015159,1,62.91
40.722717,-73.784763,40.733529,-74.017986,1,45.70
40.603133,-73.770476,40.589004,-73.784150,1,15.02
40.602071,-73.996276,40.623032,-74.027109,1,10.98
40.578926,-73.834494,40.578366,-73.996643,1,33.83
40.748650,-73.729933,40.744651,-73.893891,3,35.26
40.725980,-73.814178,40.833429,-74.026138,1,51.66
40.789872,-73.994685,40.766142,-73.869675,1,27.55
40.785514,-73.765990,40.720282,-73.725502,1,20.43
40.761664,-73.999392,40.620830,-73.997022,1,36.24
40.736182,-73.737507,40.613726,-73.999158,2,71.11
40.671739,-73.801638,40.591545,-73.865575,2,29.59
40.760277,-73.914338,40.786134,-73.867809,1,14.67
40.895983,-73.729691,40.678673,-73.834737,2,95.91
40.873337,-73.770450,40.883823,-73.720602,4,14.66
40.708440,-74.004968,40.869311,-73.806106,1,63.32
40.709379,-73.922606,40.602071,-73.785348,1,41.58
40.839279,-73.872576,40.585051,-74.005858,1,147.49
40.824882,-73.952980,40.735604,-73.757005,1,49.85
40.844427,-73.898364,40.772607,-73.956709,5,25.86
40.560230,-73.972386,40.827546,-73.971045,1,77.35
40.562834,-73.725434,40.822878,-73.915694,4,79.28
40.713031,-73.792478,40.637730,-73.797601,2,26.82
40.798804,-73.897007,40.849428,-73.952825,1,20.91
40.836610,-73.956788,40.560762,-74.014164,1,81.81
40.654814,-73.834270,40.898180,-73.962049,2,139.00
40.696970,-73.877741,40.769715,-73.835239,1,26.51
40.586417,-73.992047,40.808768,-73.991772,1,63.97
40.698425,-73.884666,40.724442,-73.786342,2,21.89
40.691583,-73.768462,40.899520,-73.954488,1,70.47
40.883301,-73.978647,40.807462,-74.019825,1,22.03
40.895146,-73.947507,40.620336,-73.892479,1,82.47
40.859637,-74.028968,40.636606,-73.999180,1,64.97
40.633534,-73.841642,40.874989,-73.824836,2,60.65
40.804162,-73.895989,40.783915,-73.786534,2,22.30
40.678941,-73.978237,40.688942,-73.997863,3,8.94
40.692858,-73.831087,40.564422,-73.924116,1,46.53
40.820674,-73.751692,40.756659,-73.833380,4,24.12
40.668417,-73.988074,40.725284,-73.957515,1,18.05
40.771810,-73.965784,40.883681,-73.911923,1,34.53
40.777974,-73.767506,40.662052,-73.809711,2,36.14
40.565781,-73.989531,40.850165,-73.847077,2,85.84
40.723688,-73.945458,40.728824,-73.988954,1,11.40
40.693565,-73.723980,40.768756,-73.947218,6,49.62
40.638932,-73.760681,40.611155,-73.859257,1,39.20
40.569689,-73.725015,40.629344,-73.886875,1,39.10
40.679528,-74.026873,40.624924,-73.841023,1,42.05
40.705726,-73.891776,40.829078,-73.916376,1,32.99
40.795618,-73.875701,40.848501,-73.870112,4,17.65
40.849113,-73.846871,40.748804,-73.731311,1,36.45
40.757245,-73.926457,40.737882,-73.808290,3,29.55
40.655946,-73.969523,40.634370,-73.995777,2,12.73
40.804818,-73.834746,40.714411,-73.762340,2,31.28
40.617664,-73.726629,40.851983,-74.020986,1,84.59
40.561060,-73.820549,40.666829,-73.934461,1,35.57
40.898178,-73.781534,40.785258,-73.750991,1,28.06
40.633716,-74.027539,40.666525,-73.720021,2,61.91
40.796393,-73.757694,40.739411,-73.891604,2,34.64
40.582131,-73.833319,40.693209,-73.867869,1,34.06
40.867921,-73.905763,40.651141,-73.760556,2,73.16
40.630521,-73.985584,40.569682,-73.762982,1,50.23
40.703801,-73.914453,40.884540,-73.964711,1,48.88
40.704697,-73.918795,40.803868,-74.005762,2,35.01
40.653011,-73.781668,40.819246,-73.912053,5,50.90
40.718927,-73.915869,40.649005,-73.789987,1,37.35
40.831733,-73.781884,40.825627,-73.852537,3,16.84
40.699129,-73.950513,40.665267,-73.908588,1,16.01
40.592942,-73.802165,40.871502,-73.947835,2,88.49
40.797093,-73.958156,40.804921,-73.843639,1,54.86
40.676193,-74.027187,40.600339,-73.863083,2,43.30
40.758138,-73.746610,40.831980,-73.866606,1,30.73
40.756172,-73.730308,40.632063,-73.859136,3,45.82
40.596983,-73.830972,40.591939,-73.812794,2,5.00
40.618535,-73.897320,40.786449,-73.903364,5,50.48
40.837837,-73.730665,40.572591,-73.811324,2,76.77
40.582875,-73.984783,40.828901,-73.951357,2,64.74
40.852990,-73.722004,40.724582,-74.014873,3,120.21
40.694540,-73.725402,40.799437,-73.894317,1,40.49
40.782432,-73.918977,40.634943,-73.886609,1,39.92
40.684585,-73.866614,40.679098,-73.800283,1,24.71
40.566353,-73.871359,40.828058,-73.786520,2,78.02
40.653283,-73.723022,40.838430,-74.007182,4,83.71
40.732834,-73.908923,40.817042,-73.781950,2,37.32
40.811930,-73.923705,40.763183,-73.816796,1,24.81
40.760938,-73.758073,40.739027,-73.783596,2,10.35
40.813581,-73.979516,40.600050,-73.960403,1,65.38
40.809497,-74.025630,40.880693,-73.832761,1,50.50
40.707245,-73.754918,40.619171,-73.803768,1,27.60
40.699884,-73.989222,40.867053,-73.957156,5,47.33
40.780522,-73.908331,40.670185,-73.879917,2,34.33
40.779060,-73.968898,40.769072,-73.917370,1,11.51
40.762696,-73.734154,40.629048,-73.872825,1,51.08
40.814319,-73.955973,40.699440,-73.971317,1,34.29
40.837236,-74.029904,40.864375,-73.743000,3,60.81
40.847000,-73.801116,40.811162,-73.915750,1,31.64
40.684642,-74.028514,40.746714,-73.776077,1,58.79
40.878896,-73.723023,40.706747,-73.756276,3,48.00
40.632658,-73.783498,40.739761,-73.771363,1,32.51
40.865025,-73.780254,40.837120,-73.964600,1,37.67
40.820406,-73.831007,40.835703,-73.906256,1,21.04
40.748625,-73.792402,40.632260,-73.815316,1,29.94
40.616731,-73.872566,40.809642,-73.960066,1,59.16
40.599189,-73.804020,40.765774,-73.887582,2,49.69
40.751512,-73.894978,40.747331,-73.909031,2,6.21
40.874734,-74.000603,40.772595,-73.769441,1,60.29
40.778632,-73.721664,40.609904,-73.774277,2,44.33
40.842381,-73.744112,40.583100,-73.821832,2,71.32
40.702972,-73.790346,40.580622,-74.021929,1,56.99
40.847703,-73.928158,40.762778,-73.754879,1,44.23
40.802277,-73.754761,40.581001,-74.011658,4,73.17
40.804978,-73.998842,40.642041,-73.801136,3,61.30
40.876168,-73.949409,40.690259,-73.943123,2,49.76
40.633126,-73.763000,40.568234,-74.027141,3,57.33
40.854805,-73.769768,40.756752,-73.750957,1,31.28
40.672080,-73.963727,40.702146,-74.005502,3,15.17
40.743823,-73.892205,40.572249,-73.807932,1,51.65
40.668009,-73.850387,40.733310,-73.788710,1,22.83
40.741398,-73.729109,40.570501,-73.968174,1,71.52
40.605255,-73.958298,40.606113,-73.930356,2,5.63
40.665065,-74.000692,40.773179,-73.802665,1,46.49
40.895031,-73.950235,40.681466,-73.771958,3,67.19
40.868127,-73.903186,40.715883,-73.738623,2,56.85
40.832158,-73.974408,40.733537,-74.010565,4,28.38
40.834586,-73.726024,40.589953,-73.836546,3,70.47
40.740246,-73.992808,40.566984,-73.837152,1,57.73
40.830823,-73.852092,40.805496,-73.734481,1,25.29
40.728023,-73.847082,40.591829,-73.873453,1,41.32
40.848056,-73.871927,40.637255,-73.890524,6,64.58
40.758605,-73.843341,40.770823,-74.025432,4,38.42
40.679838,-73.910341,40.606411,-73.759048,4,43.99
40.606428,-73.919779,40.595716,-73.726755,1,42.58
40.579727,-73.951790,40.792696,-73.810469,2,64.13
40.872298,-73.768828,40.854867,-73.823417,1,11.86
40.618417,-73.881872,40.743341,-73.986433,1,40.10
40.783366,-73.841494,40.834422,-73.720046,2,30.44
40.719884,-73.731312,40.782549,-73.735012,1,17.81
40.697691,-73.963912,40.565975,-73.906376,3,39.80
40.720836,-74.025266,40.652291,-73.815679,2,52.21
40.620646,-73.758033,40.569047,-73.845569,1,24.78
40.683020,-73.950275,40.855814,-73.986926,3,49.25
40.713966,-73.951603,40.715293,-73.801691,1,28.13
40.673159,-74.014250,40.810090,-73.941081,3,42.12
40.568339,-73.932447,40.622604,-73.748490,1,47.41
40.637440,-73.748755,40.838844,-73.833487,2,59.86
40.647681,-73.915804,40.680252,-74.016248,1,25.38
40.593149,-73.736908,40.765633,-73.873734,1,54.98
40.610454,-73.966416,40.644059,-73.869025,1,23.17
40.692490,-73.976614,40.659894,-73.902956,1,21.38
40.760719,-73.749824,40.650071,-73.988725,1,62.93
40.883281,-74.008122,40.654220,-73.754782,1,83.73
40.684785,-73.734844,40.745364,-73.874490,5,39.53
40.759587,-73.773950,40.620381,-73.996430,1,60.05
40.661960,-73.912559,40.584796,-73.879260,5,26.65
40.740443,-73.902240,40.662670,-73.967684,6,28.18
40.642449,-74.028573,40.675430,-73.813631,1,45.41
40.699988,-73.798795,40.830243,-73.814707,1,40.49
40.812206,-73.889252,40.836629,-73.734193,4,40.61
40.635147,-73.831120,40.745642,-73.932837,1,36.44
40.626380,-73.850157,40.627335,-73.784105,1,17.69
40.623987,-73.891220,40.779755,-73.782317,3,52.95
40.591582,-74.002156,40.752341,-74.016574,1,49.98
40.717547,-73.881266,40.612648,-73.928318,1,39.09
40.742788,-73.983381,40.587858,-73.755666,1,59.27
40.601953,-73.853720,40.693729,-73.879719,1,27.14
40.880720,-73.742126,40.566394,-73.911075,1,96.74
40.882229,-74.003469,40.889022,-73.747453,1,53.72
40.789114,-73.798494,40.592876,-73.869478,5,63.31
40.737769,-73.883188,40.675252,-73.789866,4,31.95
40.579418,-73.855463,40.702268,-73.744540,1,38.89
40.595491,-73.980671,40.738342,-73.942927,1,43.95
40.733330,-73.874754,40.725911,-73.820966,1,12.35
40.578551,-73.965058,40.698450,-73.780662,1,83.45
40.620911,-73.965331,40.894675,-73.751570,1,89.97
40.588120,-73.955752,40.772052,-73.980833,1,55.65
40.657965,-73.845473,40.708779,-74.007233,1,42.05
40.846926,-73.825204,40.875269,-73.850896,1,14.09
40.815882,-73.928997,40.659298,-73.897211,4,45.64
40.848254,-74.017158,40.875804,-73.837731,1,44.84
40.648945,-73.998693,40.626107,-73.945048,1,16.06
40.592206,-73.738654,40.660366,-73.971400,5,54.26
40.743570,-73.987922,40.685551,-74.021235,6,18.59
40.642448,-73.872230,40.810262,-73.920374,1,44.46
40.765517,-73.987184,40.876766,-73.820845,1,46.35
40.651771,-73.723058,40.707602,-73.902470,2,38.81
40.662521,-73.936308,40.586685,-73.843244,1,29.35
40.630904,-73.790552,40.717938,-73.883870,1,29.69
40.856878,-73.863989,40.885900,-73.852310,1,8.25
40.895917,-73.932865,40.588426,-73.967615,3,78.15
40.681874,-74.021702,40.575854,-73.870842,4,46.16
40.848284,-73.741101,40.868060,-74.029622,2,65.55
40.661820,-73.784402,40.640650,-73.905936,1,25.96
40.692446,-73.882960,40.779608,-73.974623,1,28.78
40.593955,-73.979435,40.760422,-73.871022,1,78.01
40.632934,-73.914341,40.616493,-73.726471,1,40.50
40.679884,-73.784073,40.705022,-73.872271,2,28.28
40.629297,-73.896551,40.801536,-73.923860,4,44.21
40.626272,-73.944284,40.653024,-73.732173,1,46.40
40.679529,-73.839793,40.895174,-73.791719,1,61.73
40.729684,-73.744503,40.582481,-73.736946,3,39.82
40.790480,-73.791023,40.880205,-74.006243,3,56.05
40.847900,-73.898321,40.658960,-73.824314,1,54.66
40.710179,-73.834441,40.793701,-73.836565,2,24.09
40.677293,-73.899374,40.852568,-73.971967,1,47.16
40.629701,-73.994188,40.898421,-74.028433,1,68.27
40.886241,-73.922593,40.624330,-73.898858,1,76.07
40.572468,-73.739199,40.831303,-73.810408,1,79.45
40.781802,-73.885251,40.601017,-73.868164,1,94.06
40.801601,-73.759862,40.562471,-73.860530,2,64.44
40.709910,-74.014812,40.829242,-73.859691,1,75.37
40.791201,-73.994597,40.608017,-73.745664,1,68.34
40.701455,-74.017783,40.591913,-73.834713,1,45.85
40.590796,-73.806754,40.761313,-73.791862,4,49.74
40.840926,-73.801460,40.835970,-74.025144,1,51.94
40.721486,-73.940889,40.645856,-73.796887,5,40.52
40.622166,-73.894591,40.617219,-73.859180,5,9.77
40.897000,-73.761533,40.797403,-73.828220,1,31.52
